"","link","Received","Revised","Accepted","Published","Special_issue","days","is_s_issue"
"491","https://www.mdpi.com/2073-4336/6/4/495",2015-08-02,2015-09-24,2015-10-14,2015-10-22,"",81,"No"
"492","https://www.mdpi.com/2073-4336/6/4/473",2015-07-20,2015-09-18,2015-09-28,2015-10-09,"(This article belongs to the Special Issue Experimental Studies of Social Dilemma Games)
",81,"Yes"
"493","https://www.mdpi.com/2073-4336/6/4/458",2015-06-16,2015-09-22,2015-09-24,2015-09-30,"(This article belongs to the Special Issue Cooperation, Trust, and Reciprocity)
",106,"Yes"
"494","https://www.mdpi.com/2073-4336/6/4/438",2015-06-19,2015-09-17,2015-09-24,2015-09-30,"(This article belongs to the Special Issue Cooperation, Trust, and Reciprocity)
",103,"Yes"
"495","https://www.mdpi.com/2073-4336/6/4/413",2015-06-12,2015-08-28,2015-09-10,2015-09-29,"(This article belongs to the Special Issue Cooperation, Trust, and Reciprocity)
",109,"Yes"
"496","https://www.mdpi.com/2073-4336/6/4/394",2015-07-16,2015-09-18,2015-09-21,2015-09-25,"(This article belongs to the Special Issue Experimental Studies of Social Dilemma Games)
",71,"Yes"
"497","https://www.mdpi.com/2073-4336/6/3/381",2015-07-06,2015-09-14,2015-09-16,2015-09-21,"(This article belongs to the Special Issue Experimental Studies of Social Dilemma Games)
",77,"Yes"
"498","https://www.mdpi.com/2073-4336/6/3/368",2015-06-29,2015-09-14,2015-09-16,2015-09-21,"(This article belongs to the Special Issue Experimental Studies of Social Dilemma Games)
",84,"Yes"
"499","https://www.mdpi.com/2073-4336/6/3/347",2015-06-01,2015-08-20,2015-08-27,2015-09-08,"(This article belongs to the Special Issue Bargaining Games)
",99,"Yes"
"500","https://www.mdpi.com/2073-4336/6/3/318",2015-06-02,2015-08-21,2015-09-07,NA,"(This article belongs to the Special Issue Cooperation, Trust, and Reciprocity)
",NA,"Yes"
"501","https://www.mdpi.com/2073-4336/6/3/299",2015-06-04,2015-08-19,2015-08-26,2015-08-31,"(This article belongs to the Special Issue Experimental Studies of Social Dilemma Games)
",88,"Yes"
"502","https://www.mdpi.com/2073-4336/6/3/273",2015-06-22,2015-08-10,2015-08-17,2015-08-31,"(This article belongs to the Special Issue Bargaining Games)
",70,"Yes"
"503","https://www.mdpi.com/2073-4336/6/3/262",2015-07-02,2015-08-13,2015-08-14,2015-08-18,"(This article belongs to the Special Issue Psychological Aspects of Strategic Choice)
",47,"Yes"
"504","https://www.mdpi.com/2073-4336/6/3/251",2015-07-08,2015-08-10,2015-08-12,2015-08-18,"(This article belongs to the Special Issue Psychological Aspects of Strategic Choice)
",41,"Yes"
"505","https://www.mdpi.com/2073-4336/6/3/231",2015-05-23,2015-07-17,2015-07-17,2015-07-23,"(This article belongs to the Special Issue Cooperation, Trust, and Reciprocity)
",61,"Yes"
"506","https://www.mdpi.com/2073-4336/6/3/214",2015-06-05,2015-07-11,2015-07-13,2015-07-20,"(This article belongs to the Special Issue Cooperation, Trust, and Reciprocity)
",45,"Yes"
"507","https://www.mdpi.com/2073-4336/6/3/191",2015-04-21,2015-06-24,2015-06-24,2015-07-03,"(This article belongs to the Special Issue Experimental Studies of Social Dilemma Games)
",73,"Yes"
"508","https://www.mdpi.com/2073-4336/6/3/175",2015-04-04,2015-06-01,2015-06-08,2015-06-25,"(This article belongs to the Special Issue Cooperation, Trust, and Reciprocity)
",82,"Yes"
"509","https://www.mdpi.com/2073-4336/6/2/161",2015-04-20,2015-06-03,2015-06-15,2015-06-19,"(This article belongs to the Special Issue Bargaining Games)
",60,"Yes"
"510","https://www.mdpi.com/2073-4336/6/2/150",2015-04-28,2015-05-29,2015-06-03,NA,"",NA,"No"
"511","https://www.mdpi.com/2073-4336/6/2/124",2015-02-17,2015-04-30,2015-05-19,2015-06-03,"(This article belongs to the Special Issue Cooperation, Trust, and Reciprocity)
",106,"Yes"
"512","https://www.mdpi.com/2073-4336/6/2/79",2015-02-04,2015-04-30,2015-05-18,NA,"(This article belongs to the Special Issue Experimental Studies of Social Dilemma Games)
",NA,"Yes"
"513","https://www.mdpi.com/2073-4336/6/2/57",2014-11-24,2015-04-14,2015-04-30,2015-05-08,"",165,"No"
"514","https://www.mdpi.com/2073-4336/6/2/39",2015-01-01,2015-03-16,2015-03-23,2015-04-22,"(This article belongs to the Special Issue Political Economy and Game Theory)
",111,"Yes"
"515","https://www.mdpi.com/2073-4336/6/1/32",2014-11-19,2015-01-30,2015-02-18,2015-03-05,"(This article belongs to the Special Issue Bargaining Games)
",106,"Yes"
"516","https://www.mdpi.com/2073-4336/6/1/2",2014-09-26,2014-12-10,2015-01-09,NA,"",NA,"No"
"517","https://www.mdpi.com/2073-4336/6/1/1",2015-01-07,2015-01-07,2015-01-07,NA,"",NA,"No"
"518","https://www.mdpi.com/2073-4336/5/4/234",2014-08-13,2014-10-25,2014-10-31,2014-11-14,"",93,"No"
"519","https://www.mdpi.com/2073-4336/5/4/204",2014-08-04,2014-10-02,2014-10-06,2014-10-30,"",87,"No"
"520","https://www.mdpi.com/2073-4336/5/4/191",2014-08-03,2014-09-19,2014-10-10,2014-10-21,"",79,"No"
"521","https://www.mdpi.com/2073-4336/5/3/188",2014-07-30,2014-08-05,2014-09-04,NA,"(This article belongs to the Special Issue Game Theory and Institutional Economics (incl. Evolutionary Games and American Evolutionary Institutionalism of the Veblen-ian Kind))
",NA,"Yes"
"522","https://www.mdpi.com/2073-4336/5/3/160",2014-02-15,2014-08-04,2014-08-08,2014-08-18,"(This article belongs to the Special Issue Game Theory and Institutional Economics (incl. Evolutionary Games and American Evolutionary Institutionalism of the Veblen-ian Kind))
",184,"Yes"
"523","https://www.mdpi.com/2073-4336/5/3/140",2014-01-21,2014-07-08,2014-07-09,2014-07-31,"(This article belongs to the Special Issue Social Networks and Network Formation 2013)
",191,"Yes"
"524","https://www.mdpi.com/2073-4336/5/2/127",2014-04-24,2014-06-09,2014-06-19,2014-06-24,"(This article belongs to the Special Issue Bargaining Games)
",61,"Yes"
"525","https://www.mdpi.com/2073-4336/5/2/116",2014-01-01,2014-04-29,2014-05-07,2014-05-20,"",139,"No"
"526","https://www.mdpi.com/2073-4336/5/2/97",2013-12-09,2014-04-01,2014-04-17,2014-04-30,"",142,"No"
"527","https://www.mdpi.com/2073-4336/5/2/92",2014-01-07,2014-03-31,2014-04-03,2014-04-14,"",97,"No"
"528","https://www.mdpi.com/2073-4336/5/1/90",2014-02-25,2014-02-25,2014-02-25,NA,"",NA,"No"
"529","https://www.mdpi.com/2073-4336/5/1/53",2013-08-19,2013-12-10,2014-01-31,2014-02-25,"(This article belongs to the Special Issue Game Theory and Institutional Economics (incl. Evolutionary Games and American Evolutionary Institutionalism of the Veblen-ian Kind))
",190,"Yes"
"530","https://www.mdpi.com/2073-4336/5/1/26",2013-11-08,2014-01-17,2014-01-30,2014-02-14,"(This article belongs to the Special Issue Laboratory Experimental Testing of Political Science Models)
",98,"Yes"
"531","https://www.mdpi.com/2073-4336/5/1/1",2013-11-26,2014-01-11,2014-01-23,2014-01-30,"(This article belongs to the Special Issue Game Theory and Institutional Economics (incl. Evolutionary Games and American Evolutionary Institutionalism of the Veblen-ian Kind))
",65,"Yes"
"532","https://www.mdpi.com/2073-4336/4/4/776",2013-09-16,2013-12-05,2013-12-12,2013-12-18,"",93,"No"
"533","https://www.mdpi.com/2073-4336/4/4/754",2013-09-15,2013-11-13,2013-11-18,2013-12-10,"",86,"No"
"534","https://www.mdpi.com/2073-4336/4/4/738",2013-09-23,2013-10-25,2013-11-11,2013-11-27,"",65,"No"
"535","https://www.mdpi.com/2073-4336/4/4/711",2013-09-13,2013-11-06,2013-11-06,2013-11-18,"",66,"No"
"536","https://www.mdpi.com/2073-4336/4/4/690",2013-06-19,2013-11-02,2013-11-07,2013-11-18,"",152,"No"
"537","https://www.mdpi.com/2073-4336/4/4/670",2013-04-11,2013-10-31,2013-11-11,2013-11-18,"(This article belongs to the Special Issue Contract Theory)
",221,"Yes"
"538","https://www.mdpi.com/2073-4336/4/4/648",2013-09-15,2013-11-04,2013-11-07,2013-11-15,"",61,"No"
"539","https://www.mdpi.com/2073-4336/4/4/624",2013-08-23,2013-10-17,2013-10-28,2013-11-11,"(This article belongs to the Special Issue Laboratory Experimental Testing of Political Science Models)
",80,"Yes"
"540","https://www.mdpi.com/2073-4336/4/4/608",2013-07-17,2013-09-19,2013-09-19,2013-10-11,"",86,"No"
"541","https://www.mdpi.com/2073-4336/4/4/584",2013-07-17,2013-09-11,2013-10-08,2013-10-10,"(This article belongs to the Special Issue Game Theory and Institutional Economics (incl. Evolutionary Games and American Evolutionary Institutionalism of the Veblen-ian Kind))
",85,"Yes"
"542","https://www.mdpi.com/2073-4336/4/4/561",2013-04-04,2013-09-03,2013-09-26,2013-10-07,"(This article belongs to the Special Issue Advances in Evolutionary Game Theory and Applications)
",186,"Yes"
"543","https://www.mdpi.com/2073-4336/4/3/532",2013-08-14,2013-09-10,2013-09-11,2013-09-16,"(This article belongs to the Special Issue Contract Theory)
",33,"Yes"
"544","https://www.mdpi.com/2073-4336/4/3/508",2013-02-14,2013-08-12,2013-08-19,2013-08-30,"(This article belongs to the Special Issue Contract Theory)
",197,"Yes"
"545","https://www.mdpi.com/2073-4336/4/3/497",2013-06-13,2013-08-16,2013-08-22,2013-08-30,"",78,"No"
"546","https://www.mdpi.com/2073-4336/4/3/457",2013-04-07,2013-07-11,2013-08-06,2013-08-21,"(This article belongs to the Special Issue Contract Theory)
",136,"Yes"
"547","https://www.mdpi.com/2073-4336/4/3/437",2013-04-25,2013-06-27,2013-08-02,2013-08-14,"(This article belongs to the Special Issue Contract Theory)
",111,"Yes"
"548","https://www.mdpi.com/2073-4336/4/3/426",2013-05-15,2013-07-22,2013-07-31,2013-08-13,"(This article belongs to the Special Issue Advances in Evolutionary Game Theory and Applications)
",90,"Yes"
"549","https://www.mdpi.com/2073-4336/4/3/398",2013-06-04,2013-07-23,2013-08-02,2013-08-12,"",69,"No"
"550","https://www.mdpi.com/2073-4336/4/3/375",2013-06-12,2013-07-09,2013-07-24,2013-08-02,"(This article belongs to the Special Issue Laboratory Experimental Testing of Political Science Models)
",51,"Yes"
"551","https://www.mdpi.com/2073-4336/4/3/367",2013-06-19,2013-07-18,2013-07-25,2013-07-31,"",42,"No"
"552","https://www.mdpi.com/2073-4336/4/3/347",2013-04-07,2013-06-09,2013-07-09,2013-07-25,"(This article belongs to the Special Issue Contract Theory)
",109,"Yes"
"553","https://www.mdpi.com/2073-4336/4/3/339",2013-04-04,2013-06-28,2013-07-03,2013-07-11,"",98,"No"
"554","https://www.mdpi.com/2073-4336/4/3/329",2013-03-28,2013-05-27,2013-06-13,2013-06-27,"",91,"No"
"555","https://www.mdpi.com/2073-4336/4/3/304",2013-04-07,2013-06-09,2013-06-11,2013-06-24,"(This article belongs to the Special Issue Advances in Evolutionary Game Theory and Applications)
",78,"Yes"
"556","https://www.mdpi.com/2073-4336/4/3/283",2013-04-25,2013-06-05,2013-06-10,2013-06-24,"",60,"No"
"557","https://www.mdpi.com/2073-4336/4/2/243",2013-03-30,2013-05-04,2013-05-06,2013-06-19,"(This article belongs to the Special Issue Games and Matching Markets)
",81,"Yes"
"558","https://www.mdpi.com/2073-4336/4/2/208",2013-02-04,2013-05-13,2013-05-30,NA,"(This article belongs to the Special Issue Fairness in Games)
",NA,"Yes"
"559","https://www.mdpi.com/2073-4336/4/2/200",2013-03-04,2013-03-28,2013-05-16,2013-05-22,"",79,"No"
"560","https://www.mdpi.com/2073-4336/4/2/182",2013-02-11,2013-04-11,2013-04-22,2013-05-06,"(This article belongs to the Special Issue Advances in Evolutionary Game Theory and Applications)
",84,"Yes"
"561","https://www.mdpi.com/2073-4336/4/2/163",2013-02-11,2013-04-01,2013-04-11,2013-04-26,"(This article belongs to the Special Issue Advances in Evolutionary Game Theory and Applications)
",74,"Yes"
"562","https://www.mdpi.com/2073-4336/4/2/144",2012-12-07,2013-03-01,2013-04-04,2013-04-26,"",140,"No"
"563","https://www.mdpi.com/2073-4336/4/1/125",2012-10-06,2013-01-29,2013-02-19,2013-03-20,"(This article belongs to the Special Issue Mechanism Design)
",165,"Yes"
"564","https://www.mdpi.com/2073-4336/4/1/106",2012-12-14,2013-02-23,2013-03-04,2013-03-20,"(This article belongs to the Special Issue Games and Matching Markets)
",96,"Yes"
"565","https://www.mdpi.com/2073-4336/4/1/89",2012-11-16,2013-01-29,2013-02-05,2013-02-19,"",95,"No"
"566","https://www.mdpi.com/2073-4336/4/1/66",2012-11-22,2013-01-28,2013-01-29,2013-02-19,"",89,"No"
"567","https://www.mdpi.com/2073-4336/4/1/50",2012-09-25,2013-01-28,2013-01-29,2013-02-07,"",135,"No"
"568","https://www.mdpi.com/2073-4336/4/1/38",2012-11-25,2013-01-10,2013-01-15,2013-01-30,"",66,"No"
"569","https://www.mdpi.com/2073-4336/4/1/21",2012-10-19,2013-01-08,2013-01-08,2013-01-18,"(This article belongs to the Special Issue Mechanism Design)
",91,"Yes"
"570","https://www.mdpi.com/2073-4336/4/1/1",2012-09-05,2012-11-15,2012-12-21,2013-01-04,"",121,"No"
"571","https://www.mdpi.com/2073-4336/3/4/150",2012-08-25,2012-10-11,2012-11-01,2012-11-08,"",75,"No"
"572","https://www.mdpi.com/2073-4336/3/4/138",2012-09-21,2012-10-14,2012-10-16,2012-10-23,"",32,"No"
"573","https://www.mdpi.com/2073-4336/3/3/119",2012-07-30,2012-08-23,2012-08-27,2012-09-13,"",45,"No"
"574","https://www.mdpi.com/2073-4336/3/2/97",2012-02-29,2012-03-29,2012-03-30,2012-05-15,"(This article belongs to the Special Issue Boundedly Rational Behavior in Games)
",76,"Yes"
"575","https://www.mdpi.com/2073-4336/3/2/78",2012-02-28,2012-03-30,2012-04-23,NA,"(This article belongs to the Special Issue Fairness in Games)
",NA,"Yes"
"576","https://www.mdpi.com/2073-4336/3/1/56",2012-01-09,2012-03-16,2012-03-21,NA,"(This article belongs to the Special Issue Fairness in Games)
",NA,"Yes"
"577","https://www.mdpi.com/2073-4336/3/1/41",2012-02-26,2012-03-12,2012-03-15,NA,"(This article belongs to the Special Issue Fairness in Games)
",NA,"Yes"
"578","https://www.mdpi.com/2073-4336/3/1/30",2012-02-02,2012-02-27,2012-02-29,2012-03-05,"",32,"No"
"579","https://www.mdpi.com/2073-4336/3/1/1",2011-10-24,2012-01-16,2012-02-07,2012-02-13,"(This article belongs to the Special Issue Games and Psychology)
",112,"Yes"
"580","https://www.mdpi.com/2073-4336/2/4/463",2011-12-19,2011-12-19,2011-12-20,NA,"",NA,"No"
"581","https://www.mdpi.com/2073-4336/2/4/452",2011-07-18,2011-09-01,2011-12-02,2011-12-09,"(This article belongs to the Special Issue Games and Psychology)
",144,"Yes"
"582","https://www.mdpi.com/2073-4336/2/4/434",2011-09-23,2011-11-09,2011-11-11,2011-11-21,"",59,"No"
"583","https://www.mdpi.com/2073-4336/2/4/412",2011-05-13,2011-08-26,2011-09-13,2011-09-27,"(This article belongs to the Special Issue Fairness in Games)
",137,"Yes"
"584","https://www.mdpi.com/2073-4336/2/3/365",2011-06-01,2011-07-18,2011-08-30,2011-09-16,"(This article belongs to the Special Issue Fairness in Games)
",107,"Yes"
"585","https://www.mdpi.com/2073-4336/2/3/355",2011-06-27,2011-09-02,2011-09-02,2011-09-14,"",79,"No"
"586","https://www.mdpi.com/2073-4336/2/3/333",2011-03-02,2011-07-20,2011-08-08,2011-09-09,"",191,"No"
"587","https://www.mdpi.com/2073-4336/2/3/302",2011-05-27,2011-07-18,2011-08-08,2011-08-23,"",88,"No"
"588","https://www.mdpi.com/2073-4336/2/3/277",2011-06-21,2011-08-03,2011-08-08,2011-08-19,"",59,"No"
"589","https://www.mdpi.com/2073-4336/2/3/257",2011-03-14,2011-07-05,2011-07-25,NA,"(This article belongs to the Special Issue Predicting Behavior in Games)
",NA,"Yes"
"590","https://www.mdpi.com/2073-4336/2/3/235",2011-02-18,2011-04-27,2011-06-27,2011-07-15,"",147,"No"
"591","https://www.mdpi.com/2073-4336/2/2/209",2010-12-20,2011-03-16,2011-04-07,2011-04-12,"",113,"No"
"592","https://www.mdpi.com/2073-4336/2/2/200",2011-01-18,2011-03-30,2011-04-07,2011-04-12,"(This article belongs to the Special Issue Predicting Behavior in Games)
",84,"Yes"
"593","https://www.mdpi.com/2073-4336/2/1/187",2011-01-03,2011-03-08,2011-03-16,2011-03-21,"(This article belongs to the Special Issue Predicting Behavior in Games)
",77,"Yes"
"594","https://www.mdpi.com/2073-4336/2/1/163",2010-11-17,2011-02-08,2011-03-14,2011-03-18,"",121,"No"
"595","https://www.mdpi.com/2073-4336/2/1/136",2010-12-21,2011-03-01,2011-03-14,2011-03-16,"(This article belongs to the Special Issue Predicting Behavior in Games)
",85,"Yes"
"596","https://www.mdpi.com/2073-4336/2/1/114",2010-12-23,2011-02-15,2011-02-18,NA,"",NA,"No"
"597","https://www.mdpi.com/2073-4336/2/1/87",2010-10-27,2011-01-25,2011-02-15,2011-02-17,"",113,"No"
"598","https://www.mdpi.com/2073-4336/2/1/52",2010-11-25,2011-02-09,2011-02-11,2011-02-16,"(This article belongs to the Special Issue Epistemic Game Theory and Modal Logic)
",83,"Yes"
"599","https://www.mdpi.com/2073-4336/2/1/21",2010-11-02,2011-01-06,2011-02-03,2011-02-08,"(This article belongs to the Special Issue Predicting Behavior in Games)
",98,"Yes"
"600","https://www.mdpi.com/2073-4336/2/1/16",2010-12-17,2011-01-14,2011-01-26,2011-02-07,"(This article belongs to the Special Issue Predicting Behavior in Games)
",52,"Yes"
"601","https://www.mdpi.com/2073-4336/2/1/1",2010-09-30,2010-12-14,2011-01-04,2011-01-14,"",106,"No"
"602","https://www.mdpi.com/2073-4336/1/4/551",2010-08-27,2010-10-27,2010-11-11,2010-11-15,"",80,"No"
"603","https://www.mdpi.com/2073-4336/1/4/527",2010-09-15,2010-10-15,2010-11-08,2010-11-10,"(This article belongs to the Special Issue Other-Regarding Preferences)
",56,"Yes"
"604","https://www.mdpi.com/2073-4336/1/4/478",2010-06-11,2010-09-07,2010-10-22,2010-11-02,"(This article belongs to the Special Issue Epistemic Game Theory and Modal Logic)
",144,"Yes"
"605","https://www.mdpi.com/2073-4336/1/4/459",2010-09-16,2010-10-14,2010-10-21,NA,"(This article belongs to the Special Issue Other-Regarding Preferences)
",NA,"Yes"
"606","https://www.mdpi.com/2073-4336/1/4/438",2010-09-08,2010-10-02,2010-10-20,NA,"(This article belongs to the Special Issue Social Networks and Network Formation)
",NA,"Yes"
"607","https://www.mdpi.com/2073-4336/1/4/422",2010-08-31,2010-10-15,2010-10-20,NA,"(This article belongs to the Special Issue Social Networks and Network Formation)
",NA,"Yes"
"608","https://www.mdpi.com/2073-4336/1/4/415",2010-07-01,2010-09-26,2010-10-15,2010-10-20,"(This article belongs to the Special Issue Epistemic Game Theory and Modal Logic)
",111,"Yes"
"609","https://www.mdpi.com/2073-4336/1/4/395",2010-07-23,2010-09-10,2010-09-25,2010-10-13,"(This article belongs to the Special Issue Social Networks and Network Formation)
",82,"Yes"
"610","https://www.mdpi.com/2073-4336/1/4/381",2010-07-23,2010-09-18,2010-09-19,2010-10-08,"(This article belongs to the Special Issue Epistemic Game Theory and Modal Logic)
",77,"Yes"
"611","https://www.mdpi.com/2073-4336/1/4/357",2010-06-07,2010-08-07,2010-09-06,2010-09-28,"(This article belongs to the Special Issue Social Networks and Network Formation)
",113,"Yes"
"612","https://www.mdpi.com/2073-4336/1/3/338",2010-05-18,2010-08-06,2010-09-14,2010-09-21,"(This article belongs to the Special Issue Coalition Formation)
",126,"Yes"
"613","https://www.mdpi.com/2073-4336/1/3/317",2010-07-15,2010-08-30,2010-09-09,2010-09-17,"(This article belongs to the Special Issue Social Networks and Network Formation)
",64,"Yes"
"614","https://www.mdpi.com/2073-4336/1/3/299",2010-05-27,2010-08-18,2010-08-23,2010-09-13,"(This article belongs to the Special Issue Coalition Formation)
",109,"Yes"
"615","https://www.mdpi.com/2073-4336/1/3/286",2010-06-29,2010-08-27,2010-09-02,NA,"(This article belongs to the Special Issue Coalition Formation)
",NA,"Yes"
"616","https://www.mdpi.com/2073-4336/1/3/262",2010-06-29,2010-08-01,2010-08-03,2010-08-10,"(This article belongs to the Special Issue Social Networks and Network Formation)
",42,"Yes"
"617","https://www.mdpi.com/2073-4336/1/3/242",2010-06-08,2010-07-07,2010-07-28,2010-07-29,"(This article belongs to the Special Issue Social Networks and Network Formation)
",51,"Yes"
"618","https://www.mdpi.com/2073-4336/1/3/226",2010-06-04,2010-07-07,2010-07-16,2010-07-22,"(This article belongs to the Special Issue Social Networks and Network Formation)
",48,"Yes"
"619","https://www.mdpi.com/2073-4336/1/3/221",2010-07-13,2010-07-14,2010-07-21,NA,"(This article belongs to the Special Issue Predicting Behavior in Games)
",NA,"Yes"
"620","https://www.mdpi.com/2073-4336/1/3/189",2010-06-09,2010-07-14,2010-07-15,NA,"",NA,"No"
"621","https://www.mdpi.com/2073-4336/1/3/168",2010-06-09,2010-06-30,2010-07-02,NA,"(This article belongs to the Special Issue Epistemic Game Theory and Modal Logic)
",NA,"Yes"
"622","https://www.mdpi.com/2073-4336/1/2/159",2010-05-05,2010-06-10,2010-06-15,2010-06-25,"(This article belongs to the Special Issue Coalition Formation)
",51,"Yes"
"623","https://www.mdpi.com/2073-4336/1/2/137",2010-05-11,2010-06-01,2010-06-14,2010-06-24,"(This article belongs to the Special Issue Coalition Formation)
",44,"Yes"
"624","https://www.mdpi.com/2073-4336/1/2/117",2010-04-30,2010-05-12,2010-05-14,NA,"(This article belongs to the Special Issue Predicting Behavior in Games)
",NA,"Yes"
"625","https://www.mdpi.com/2073-4336/1/2/103",2010-04-02,2010-04-30,2010-05-04,2010-05-06,"(This article belongs to the Special Issue Social Networks and Network Formation)
",34,"Yes"
"626","https://www.mdpi.com/2073-4336/1/2/89",2010-03-16,2010-04-16,2010-04-16,2010-04-22,"(This article belongs to the Special Issue Other-Regarding Preferences)
",37,"Yes"
"627","https://www.mdpi.com/2073-4336/1/2/66",2010-01-23,2010-04-02,2010-04-08,2010-04-15,"(This article belongs to the Special Issue Coalition Formation)
",82,"Yes"
"628","https://www.mdpi.com/2073-4336/1/1/53",2010-02-18,2010-03-15,2010-03-19,2010-03-23,"",33,"No"
"629","https://www.mdpi.com/2073-4336/1/1/34",2010-01-27,2010-03-08,2010-03-12,2010-03-16,"",48,"No"
"630","https://www.mdpi.com/2073-4336/1/1/18",2009-12-09,2010-03-01,2010-03-12,2010-03-15,"",96,"No"
"631","https://www.mdpi.com/2073-4336/1/1/3",2009-10-15,2009-11-26,2009-11-26,2009-12-01,"",47,"No"
"632","https://www.mdpi.com/2073-4336/1/1/1",2009-09-29,2009-09-30,NA,NA,"",NA,"No"
